*Vertices      1899
    127   1312    2.0000
    127   1338    1.0000
    127   1724    3.0000
    128     12    1.0000
    128     32    7.0000
    128     51    5.0000
    128     62    5.0000
    128     97    1.0000
    128    105    1.0000
    128    172    2.0000
    128    194    2.0000
    128    204    1.0000
    128    211    2.0000
    128    221    1.0000
    128    235    1.0000
    128    236   23.0000
    128    242    4.0000
    128    250    3.0000
    128    302    1.0000
    128    324    7.0000
    128    325    3.0000
    128    329    2.0000
    128    338    7.0000
    128    353    2.0000
    128    372    8.0000
    128    493    1.0000
    128    502    5.0000
    128    503    1.0000
    128    509    1.0000
    128    542   15.0000
    128    548    1.0000
    128    557    3.0000
    128    569   13.0000
    128    571    5.0000
    128    573    2.0000
    128    598    1.0000
    128    606    2.0000
    128    612    1.0000
    128    629    4.0000
    128    639    1.0000
    128    677    1.0000
    128    685    1.0000
    128    687    2.0000
    128    706   10.0000
    128    715    3.0000
    128    738    2.0000
    128    749    1.0000
    128    778    1.0000
    128    779    1.0000
    128    797    5.0000
    128    847    8.0000
    128    878    1.0000
    128    927    1.0000
    128    934   13.0000
    128    970    2.0000
    128    980    1.0000
    128   1004    2.0000
    128   1006    4.0000
    128   1080    1.0000
    128   1113   14.0000
    128   1124    1.0000
    128   1153    1.0000
    128   1189    2.0000
    128   1262    1.0000
    128   1267    4.0000
    128   1283    1.0000
    128   1354    6.0000
    128   1378    1.0000
    128   1381   14.0000
    128   1409    3.0000
    128   1413    1.0000
    128   1415    1.0000
    128   1510    7.0000
    128   1513    4.0000
    129      8    1.0000
    131     30    4.0000
    131    125    3.0000
    131    191    1.0000
    131    194    1.0000
    131    297   13.0000
    131    314    2.0000
    131    368    3.0000
    131    393    5.0000
    131    394    3.0000
    131    439    4.0000
    131    504    1.0000
    131    527    1.0000
    131    548    1.0000
    131    638    1.0000
    131    654    8.0000
    131    686    1.0000
    131    734    1.0000
    131    753    8.0000
    131    792    3.0000
    131    815    1.0000
    131    874    1.0000
    131    990    1.0000
    131   1008    1.0000
    131   1039    1.0000
    131   1181    1.0000
    131   1248    1.0000
    131   1255    1.0000
    131   1281    5.0000
    131   1284    7.0000
    131   1379    1.0000
    132      1    2.0000
    132      3    1.0000
    132     30    2.0000
    132     42    3.0000
    132    103    1.0000
    132    149    1.0000
    132    162    1.0000
    132    263    2.0000
    132    312    3.0000
    132    318    1.0000
    132    333    1.0000
    132    398    3.0000
    132    449    2.0000
    132    589    2.0000
    132    846    1.0000
    132   1014    2.0000
    132   1039    1.0000
    132   1487    2.0000
    132   1491    2.0000
    133    135    3.0000
    133    437    1.0000
    134    103    1.0000
    134    398    1.0000
    135      1    1.0000
    135     42    5.0000
    135    105    1.0000
    135    124    1.0000
    135    133    2.0000
    135   1113    1.0000
    135   1356    1.0000
    135   1486    1.0000
    137    138    2.0000
    140      6    2.0000
    140    105    1.0000
    140    124    6.0000
    140    185    4.0000
    140    201    2.0000
    140    276    1.0000
    140    278    1.0000
    140    308    2.0000
    140    470    1.0000
    140    557    6.0000
    140    574    1.0000
    140   1281    3.0000
    140   1644    2.0000
    140   1781    1.0000
    142      9    1.0000
    142     42    1.0000
    142     58    1.0000
    142     73    1.0000
    142    144   13.0000
    142    244    4.0000
    142    257    1.0000
    142    329    2.0000
    142    337    1.0000
    142    415    2.0000
    142    475    1.0000
    142    482    1.0000
    142    514    1.0000
    142    617    2.0000
    142    654    5.0000
    142    713    1.0000
    142    762    1.0000
    142    840    4.0000
    142    997    5.0000
    142   1121    7.0000
    142   1260    2.0000
    142   1277    1.0000
    142   1281    2.0000
    142   1283    1.0000
    142   1415    1.0000
    142   1575    2.0000
    143      6    2.0000
    143     12    4.0000
    143     32    7.0000
    143     67    2.0000
    143     95    1.0000
    143    103    8.0000
    143    163    3.0000
    143    201   42.0000
    143    250    1.0000
    143    357    7.0000
    143    415    2.0000
    143    442    2.0000
    143    456    2.0000
    143    479    1.0000
    143    542    1.0000
    143    547    1.0000
    143    582    1.0000
    143    644    1.0000
    143    681    4.0000
    143    762    1.0000
    143    834    3.0000
    143    915    1.0000
    143    966    1.0000
    143   1037    6.0000
    143   1042    1.0000
    143   1094    1.0000
    143   1339    3.0000
    143   1601    3.0000
    143   1619    1.0000
    143   1713    2.0000
    143   1727    4.0000
    144      3    1.0000
    144      9    2.0000
    144     12   10.0000
    144     23    1.0000
    144     32    2.0000
    144     41    1.0000
    144     42    6.0000
    144     48   14.0000
    144     51    1.0000
    144     88    3.0000
    144     99   10.0000
    144    103    1.0000
    144    105    1.0000
    144    121    3.0000
    144    142   12.0000
    144    185    2.0000
    144    189    5.0000
    144    193    8.0000
    144    195    1.0000
    144    222    1.0000
    144    224    2.0000
    144    238    1.0000
    144    240    1.0000
    144    241    1.0000
    144    247    1.0000
    144    260    1.0000
    144    281    1.0000
    144    283    4.0000
    144    288    1.0000
    144    290    3.0000
    144    322    1.0000
    144    338    1.0000
    144    359    1.0000
    144    369    1.0000
    144    370    1.0000
    144    374    1.0000
    144    398    4.0000
    144    413    1.0000
    144    430    1.0000
    144    456    1.0000
    144    479    3.0000
    144    515    1.0000
    144    561    1.0000
    144    635    1.0000
    144    644   14.0000
    144    645    2.0000
    144    805    1.0000
    144    834    4.0000
    144    873    3.0000
    144    921    1.0000
    144    975    2.0000
    144    991    1.0000
    144    996    2.0000
    144   1004    3.0000
    144   1017    2.0000
    144   1018    1.0000
    144   1022    1.0000
    144   1023    1.0000
    144   1111    1.0000
    144   1127    2.0000
    144   1185    3.0000
    144   1200    1.0000
    144   1278    1.0000
    144   1408    1.0000
    144   1436    1.0000
    144   1472    5.0000
    144   1500    7.0000
    144   1527    1.0000
    144   1556    9.0000
    144   1557    1.0000
    144   1713    1.0000
    144   1756    1.0000
    144   1758   12.0000
    144   1761    1.0000
    144   1783    3.0000
    145     48    4.0000
    145     88    2.0000
    145     95    3.0000
    145    119    3.0000
    145    147    1.0000
    145    254    2.0000
    145    263    1.0000
    145    281    4.0000
    145    341    4.0000
    145    349    2.0000
    145    479    2.0000
    145    492    2.0000
    145    586    2.0000
    145    609    1.0000
    145    644    2.0000
    145    719    2.0000
    145    810    3.0000
    145    830    2.0000
    145    933    2.0000
    145    994    2.0000
    145   1033    5.0000
    145   1042    8.0000
    145   1713    1.0000
    146      1    6.0000
    146      3    2.0000
    146     26    4.0000
    146    128    2.0000
    146    308    1.0000
    146    309    1.0000
    146    312    2.0000
    146    679    3.0000
    146    739    1.0000
    147    191    1.0000
    147    236    1.0000
    147    349    2.0000
    147   1505    1.0000
    149    289    4.0000
    149    679    1.0000
    149    823    2.0000
    151     41    1.0000
    151    103    1.0000
    151    602    1.0000
    151    609    1.0000
    151    907    1.0000
    151    940    1.0000
    151    971    2.0000
    151    982    1.0000
    152     48    6.0000
    152    372    8.0000
    152    847    3.0000
    152    993   11.0000
    152   1127    2.0000
    152   1153   25.0000
    152   1158    2.0000
    152   1185    1.0000
    154     56    1.0000
    154    357    1.0000
    154    547    2.0000
    154    644    1.0000
    154    719    1.0000
    154   1539    1.0000
    155      3    1.0000
    155      8    1.0000
    155     32    1.0000
    155     34    1.0000
    155     63    2.0000
    155    233    1.0000
    155    302    3.0000
    155    308    1.0000
    155    525    3.0000
    155   1196    2.0000
    155   1281    5.0000
    155   1580    2.0000
    155   1624    1.0000
    160     72    3.0000
    160    429    2.0000
    160    598    1.0000
    160    638    1.0000
    160    639    3.0000
    160    697    1.0000
    160    783    1.0000
    160    964    1.0000
    160   1181    2.0000
    160   1729    1.0000
    161      1    5.0000
    161     30    4.0000
    161     63    6.0000
    161    162    8.0000
    161    164    2.0000
    161    221    2.0000
    161    323    1.0000
    161    617    6.0000
    161    679   38.0000
    161   1255    1.0000
    161   1487    4.0000
    161   1673    2.0000
    162     30    1.0000
    162    132    1.0000
    162    161    5.0000
    162    368    2.0000
    162    851    2.0000
    163     42    2.0000
    163     72    1.0000
    163    245    1.0000
    163    249    1.0000
    163    474    3.0000
    163    658    3.0000
    163    686    1.0000
    163    768    1.0000
    163    943    1.0000
    163    986    2.0000
    163   1026    1.0000
    163   1208    2.0000
    163   1283    2.0000
    163   1485    1.0000
    164      8    2.0000
    164    177    1.0000
    164    178    1.0000
    164    179    1.0000
    164    430    1.0000
    166    234    1.0000
    167    303    1.0000
    167   1409    1.0000
    167   1758    2.0000
    168     95    3.0000
    168    119    1.0000
    168    400    3.0000
    168    834    6.0000
    171     56    1.0000
    172    128    2.0000
    172    277    1.0000
    172    296    1.0000
    172    344    1.0000
    172    392    1.0000
    172    460    3.0000
    172    486    1.0000
    172    488    1.0000
    172    495    2.0000
    172    502    1.0000
    172    523    1.0000
    172    531    1.0000
    172    544    1.0000
    172    595    2.0000
    172    598    1.0000
    172    638    2.0000
    172    639    1.0000
    172    684    1.0000
    172    820    1.0000
    172    840    3.0000
    172    969    2.0000
    172   1026    1.0000
    172   1497    1.0000
    172   1603    2.0000
    172   1647    1.0000
    172   1724    1.0000
    172   1748    6.0000
    173     68    1.0000
    173    103    1.0000
    173    194    1.0000
    173    342    1.0000
    173    400    1.0000
    173    749    2.0000
    173   1283    2.0000
    173   1339    1.0000
    174     63    7.0000
    174    260    7.0000
    174    335    3.0000
    174    679    1.0000
    174    701    2.0000
    174   1231    1.0000
    174   1260    1.0000
    174   1434   11.0000
    174   1648   10.0000
    175     32    6.0000
    175     48   20.0000
    175     50    1.0000
    175     95    8.0000
    175    105    1.0000
    175    191    6.0000
    175    214    3.0000
    175    224    5.0000
    175    640    7.0000
    175    810   18.0000
    175    834    1.0000
    175   1421    2.0000
    175   1814    2.0000
    176      8    1.0000
    176     20    1.0000
    176     32    2.0000
    176     41    2.0000
    176     42    1.0000
    176     58    1.0000
    176     61    2.0000
    176     63   10.0000
    176     72    2.0000
    176     81    3.0000
    176     86    1.0000
    176     94    1.0000
    176     97    1.0000
    176    101   15.0000
    176    120    1.0000
    176    132    1.0000
    176    149    1.0000
    176    154    1.0000
    176    166    2.0000
    176    175    1.0000
    176    177    1.0000
    176    180    1.0000
    176    181    1.0000
    176    184    2.0000
    176    185    1.0000
    176    188    1.0000
    176    190    1.0000
    176    192    1.0000
    176    196    1.0000
    176    197    1.0000
    176    198    2.0000
    176    199    1.0000
    176    200    1.0000
    176    201    2.0000
    176    202    1.0000
    176    203    1.0000
    176    216    1.0000
    176    217    1.0000
    176    218    1.0000
    176    221    1.0000
    176    223    1.0000
    176    226    1.0000
    176    233    2.0000
    176    248    5.0000
    176    250    1.0000
    176    256    1.0000
    176    263    2.0000
    176    267    1.0000
    176    269    1.0000
    176    270    2.0000
    176    277   38.0000
    176    283    4.0000
    176    284    1.0000
    176    297    3.0000
    176    299    1.0000
    176    300    1.0000
    176    306    1.0000
    176    311    2.0000
    176    315    1.0000
    176    316    1.0000
    176    319    1.0000
    176    324    1.0000
    176    374    1.0000
    176    378    2.0000
    176    392   11.0000
    176    396   13.0000
    176    419    1.0000
    176    439    1.0000
    176    445    1.0000
    176    453    1.0000
    176    463    4.0000
    176    475    7.0000
    176    502    9.0000
    176    515    2.0000
    176    523    4.0000
    176    561    1.0000
    176    595    6.0000
    176    598    2.0000
    176    603    5.0000
    176    607    1.0000
    176    638    8.0000
    176    697    1.0000
    176    707    1.0000
    176    777    1.0000
    176    815    7.0000
    176    817    4.0000
    176    823    1.0000
    176    840    9.0000
    176    864    3.0000
    176    871    1.0000
    176    898    1.0000
    176    928   12.0000
    176    969    3.0000
    176    975    6.0000
    176    978    2.0000
    176    983    2.0000
    176   1001    3.0000
    176   1021    4.0000
    176   1026    3.0000
    176   1056    1.0000
    176   1142    2.0000
    176   1161    1.0000
    176   1285    2.0000
    176   1302    3.0000
    176   1384    1.0000
    176   1423   11.0000
    176   1436    1.0000
    176   1474    2.0000
    176   1493   10.0000
    176   1565   40.0000
    176   1585    4.0000
    176   1603    2.0000
    176   1665    4.0000
    176   1745    1.0000
    176   1747    1.0000
    177     32    6.0000
    177    180    2.0000
    177    394    1.0000
    177    514    2.0000
    177   1009    2.0000
    180      3    2.0000
    180     67    6.0000
    180    105    2.0000
    180    177    2.0000
    180    181    1.0000
    180    182    2.0000
    180    242    4.0000
    181     97    3.0000
    181    177    2.0000
    181    180    1.0000
    181    194    2.0000
    181    204    2.0000
    181    260    1.0000
    181    294    1.0000
    181    316    3.0000
    181    323    2.0000
    181    355    4.0000
    181    396    2.0000
    181    432    1.0000
    181    454   18.0000
    181    495   20.0000
    181    513    1.0000
    181    598    1.0000
    181    765    2.0000
    181    766    4.0000
    181    783    4.0000
    181    840    1.0000
    181    967    1.0000
    181    969    4.0000
    183     41    1.0000
    183    103    1.0000
    183    184    1.0000
    183    234    2.0000
    183    242    1.0000
    183    269    1.0000
    183    289    2.0000
    183    620    1.0000
    183    644    2.0000
    183    769    1.0000
    183    916    2.0000
    183    956    1.0000
    183   1676    1.0000
    184     32    1.0000
    184    101    5.0000
    184    389    1.0000
    184    573    1.0000
    184    698    2.0000
    184    928    1.0000
    184   1026    3.0000
    185     32    1.0000
    185     63    1.0000
    185     97    1.0000
    185    109    1.0000
    185    147    1.0000
    185    186    1.0000
    186    185    1.0000
    187    131    1.0000
    187    186    5.0000
    187   1897    1.0000
    189      8    3.0000
    189     34    1.0000
    189     36    7.0000
    189     42    4.0000
    189     44    5.0000
    189     72    2.0000
    189    132    1.0000
    189    144   15.0000
    189    175    2.0000
    189    199    1.0000
    189    302    2.0000
    189    307    1.0000
    189    349    2.0000
    189    358    3.0000
    189    371    1.0000
    189    443    1.0000
    189    483    2.0000
    189    579    1.0000
    189    626    1.0000
    189    635    1.0000
    189    682    1.0000
    189    708    9.0000
    189    712   55.0000
    189    735    3.0000
    189    774    1.0000
    189    802    2.0000
    189    859    2.0000
    189    862    1.0000
    189    868    1.0000
    189   1068    1.0000
    189   1261    1.0000
    189   1291    1.0000
    189   1339    1.0000
    189   1641    1.0000
    189   1742    1.0000
    189   1749    5.0000
    190    109    1.0000
    190    652    1.0000
    191     78    1.0000
    191    121    1.0000
    191    136    1.0000
    191    175    7.0000
    191    236    3.0000
    191    237    2.0000
    191    239    1.0000
    191    315    1.0000
    191    347    1.0000
    191    365    3.0000
    191    371    1.0000
    191    376    1.0000
    191    396    5.0000
    191    405    3.0000
    191    429   23.0000
    191    495    1.0000
    191    501    1.0000
    191    536    2.0000
    191    540    1.0000
    191    595    2.0000
    191    738    4.0000
    191    765    7.0000
    191    815    2.0000
    191    874    2.0000
    191    913    5.0000
    191    928    3.0000
    191    952    1.0000
    191   1021    3.0000
    191   1049    1.0000
    191   1060    6.0000
    191   1097    3.0000
    191   1131    1.0000
    191   1420    1.0000
    191   1421    1.0000
    191   1505    1.0000
    193     63   17.0000
    193     85    1.0000
    193    101    1.0000
    193    118    7.0000
    193    144    3.0000
    193    149    5.0000
    193    190    2.0000
    193    233   25.0000
    193    280    1.0000
    193    282    1.0000
    193    302    9.0000
    193    311    1.0000
    193    314    1.0000
    193    315    1.0000
    193    355    9.0000
    193    368    2.0000
    193    378    8.0000
    193    389   10.0000
    193    393    6.0000
    193    394    1.0000
    193    483    3.0000
    193    502    4.0000
    193    523    1.0000
    193    536    2.0000
    193    538    4.0000
    193    593    3.0000
    193    595    2.0000
    193    596    1.0000
    193    616    1.0000
    193    626    2.0000
    193    658    8.0000
    193    686    3.0000
    193    708    1.0000
    193    773    1.0000
    193    823    3.0000
    193    843    1.0000
    193    847    1.0000
    193    913    1.0000
    193    943    1.0000
    193    967    2.0000
    193   1130    3.0000
    193   1215    2.0000
    193   1299    1.0000
    193   1343   13.0000
    193   1362    1.0000
    193   1412    1.0000
    193   1434    1.0000
    193   1540    1.0000
    193   1546    1.0000
    193   1565    3.0000
    193   1633    1.0000
    193   1646    5.0000
    193   1647    9.0000
    193   1742    1.0000
    193   1805    1.0000
    194      1    1.0000
    194      9    1.0000
    194     26    1.0000
    194     32    3.0000
    194     42    1.0000
    194     60    2.0000
    194     62    9.0000
    194     72    1.0000
    194     80    1.0000
    194     88    2.0000
    194     97    3.0000
    194     98    1.0000
    194     99    3.0000
    194    121    1.0000
    194    125    1.0000
    194    131    2.0000
    194    132    2.0000
    194    149    1.0000
    194    173    1.0000
    194    181    2.0000
    194    182    2.0000
    194    183    2.0000
    194    184    2.0000
    194    195    1.0000
    194    199    4.0000
    194    203    1.0000
    194    206    2.0000
    194    207    1.0000
    194    209    4.0000
    194    211    1.0000
    194    222    1.0000
    194    223    1.0000
    194    228    1.0000
    194    234    2.0000
    194    237    1.0000
    194    241    1.0000
    194    242    2.0000
    194    254    1.0000
    194    271    5.0000
    194    277    1.0000
    194    283    3.0000
    194    289    2.0000
    194    295    2.0000
    194    296   22.0000
    194    303    2.0000
    194    312    1.0000
    194    322    1.0000
    194    325    4.0000
    194    334    2.0000
    194    342    1.0000
    194    344    1.0000
    194    353    3.0000
    194    355    2.0000
    194    356    1.0000
    194    368    2.0000
    194    375    1.0000
    194    376    2.0000
    194    400    1.0000
    194    404    1.0000
    194    406    1.0000
    194    422    4.0000
    194    445    1.0000
    194    448    3.0000
    194    449    2.0000
    194    453    1.0000
    194    456    5.0000
    194    463    2.0000
    194    465    3.0000
    194    479    1.0000
    194    482    6.0000
    194    498   13.0000
    194    499    1.0000
    194    503    1.0000
    194    509    1.0000
    194    515    1.0000
    194    516    3.0000
    194    527    1.0000
    194    555    1.0000
    194    560    2.0000
    194    567    1.0000
    194    573    1.0000
    194    575    1.0000
    194    583    6.0000
    194    586    5.0000
    194    590    2.0000
    194    596    1.0000
    194    598    2.0000
    194    599    1.0000
    194    619    5.0000
    194    621    3.0000
    194    642    1.0000
    194    644    3.0000
    194    652    2.0000
    194    673    1.0000
    194    679    3.0000
    194    683    7.0000
    194    687    2.0000
    194    706    2.0000
    194    711    1.0000
    194    753    1.0000
    194    755    1.0000
    194    768    1.0000
    194    770    2.0000
    194    774    1.0000
    194    794    3.0000
    194    798    1.0000
    194    815    1.0000
    194    817    7.0000
    194    823    2.0000
    194    836    1.0000
    194    842    1.0000
    194    847    1.0000
    194    884    1.0000
    194    913    4.0000
    194    915    1.0000
    194    928    2.0000
    194    949    3.0000
    194    980    1.0000
    194    991    1.0000
    194    998    1.0000
    194   1004    9.0000
    194   1039    1.0000
    194   1051    1.0000
    194   1056    1.0000
    194   1063    1.0000
    194   1083    1.0000
    194   1084    1.0000
    194   1085    1.0000
    194   1086    1.0000
    194   1097    1.0000
    194   1101    1.0000
    194   1127    1.0000
    194   1178    2.0000
    194   1185    1.0000
    194   1270    1.0000
    194   1279    2.0000
    194   1284    1.0000
    194   1362    1.0000
    194   1406    2.0000
    198    101    6.0000
    198    256    1.0000
    198    809    3.0000
    198   1302    3.0000
    198   1321    2.0000
    198   1565    1.0000
    198   1647    1.0000
    199     20    1.0000
    199     58    2.0000
    199     63    2.0000
    199     72    2.0000
    199    101    1.0000
    199    209    2.0000
    199    210    1.0000
    199    212    4.0000
    199    260    1.0000
    199    279    1.0000
    199    295    1.0000
    199    296    2.0000
    199    355    2.0000
    199    445    6.0000
    199    460    1.0000
    199    498    1.0000
    199    509    1.0000
    199    536    6.0000
    199    544    1.0000
    199    546    1.0000
    199    569    9.0000
    199    595    2.0000
    199    598    2.0000
    199    638    1.0000
    199    652    1.0000
    199    654    1.0000
    199    673    2.0000
    199    713    1.0000
    199    823    2.0000
    199    840    3.0000
    199    848    1.0000
    199    858    2.0000
    199    949    2.0000
    199    952    1.0000
    199    959    1.0000
    199    971    9.0000
    199    975    2.0000
    199    978    2.0000
    199   1050    2.0000
    199   1051    1.0000
    199   1060    6.0000
    199   1105    3.0000
    199   1139    1.0000
    199   1183    1.0000
    199   1185    1.0000
    199   1234    3.0000
    199   1237    2.0000
    199   1244    1.0000
    199   1255    2.0000
    199   1346    1.0000
    199   1363    1.0000
    199   1364    2.0000
    199   1375    1.0000
    199   1413    1.0000
    199   1509    1.0000
    199   1582    4.0000
    199   1624    1.0000
    199   1717    1.0000
    199   1739    1.0000
    201     52    1.0000
    201    140    1.0000
    201    143    9.0000
    201    410    2.0000
    201    607    1.0000
    201    938    5.0000
    201   1053    1.0000
    201   1616    1.0000
    203    194    1.0000
    203    475    1.0000
    203    866    2.0000
    204     42    2.0000
    204     48   13.0000
    204     51   24.0000
    204     62    2.0000
    204     68   13.0000
    204     79    2.0000
    204     81    1.0000
    204    103    1.0000
    204    104    1.0000
    204    123    1.0000
    204    129    1.0000
    204    176    2.0000
    204    181   15.0000
    204    184    4.0000
    204    191    1.0000
    204    198    2.0000
    204    205    1.0000
    204    212    3.0000
    204    221    4.0000
    204    241    1.0000
    204    242    1.0000
    204    250    4.0000
    204    257    1.0000
    204    262    1.0000
    204    266    2.0000
    204    271    2.0000
    204    276    2.0000
    204    284    1.0000
    204    288    1.0000
    204    294    1.0000
    204    298   11.0000
    204    303    4.0000
    204    327    1.0000
    204    336    2.0000
    204    339    1.0000
    204    346    2.0000
    204    374    3.0000
    204    404    1.0000
    204    418    1.0000
    204    432    2.0000
    204    456   11.0000
    204    479    1.0000
    204    481    3.0000
    204    482   17.0000
    204    498   20.0000
    204    509    1.0000
    204    536    3.0000
    204    540    1.0000
    204    542    4.0000
    204    567    2.0000
    204    571    1.0000
    204    609    3.0000
    204    611    6.0000
    204    615    6.0000
    204    645    2.0000
    204    667    4.0000
    204    704    1.0000
    204    714    1.0000
    204    725    2.0000
    204    777    9.0000
    204    794    2.0000
    204    797    1.0000
    204    830    6.0000
    204    949    5.0000
    204    999    1.0000
    204   1070    4.0000
    204   1189    7.0000
    204   1224    1.0000
    204   1227    4.0000
    204   1239    2.0000
    204   1269   24.0000
    204   1356    1.0000
    204   1381    1.0000
    204   1415    2.0000
    204   1500    1.0000
    204   1539    2.0000
    204   1576    1.0000
    204   1783    1.0000
    205    304    1.0000
    206    194    1.0000
    209     32    1.0000
    209    194    1.0000
    209    199    1.0000
    209    242    6.0000
    209    299    2.0000
    209    355    2.0000
    209    365    1.0000
    209    396    1.0000
    209    429    1.0000
    209    437    1.0000
    209    527    1.0000
    209    583    1.0000
    209    594    2.0000
    209    598    1.0000
    209    713    1.0000
    209    823    4.0000
    209    991    1.0000
    209   1072    1.0000
    209   1217    1.0000
    209   1255    2.0000
    209   1489    1.0000
    209   1699    1.0000
    209   1701    1.0000
    211      1    3.0000
    211     36    4.0000
    211     44    2.0000
    211     85    1.0000
    211     93    6.0000
    211    101    1.0000
    211    103    1.0000
    211    128    2.0000
    211    194    3.0000
    211    212    2.0000
    211    213    1.0000
    211    221    2.0000
    211    228    4.0000
    211    232    1.0000
    211    233    1.0000
    211    246    1.0000
    211    251    1.0000
    211    260    2.0000
    211    265    1.0000
    211    284    1.0000
    211    288    3.0000
    211    415    1.0000
    211    525    3.0000
    211    593    2.0000
    211    597    3.0000
    211    673    1.0000
    211   1546    3.0000
    211   1742    5.0000
    212      6   18.0000
    212     34   10.0000
    212     48   16.0000
    212     51   13.0000
    212     66    2.0000
    212     67    2.0000
    212     73    1.0000
    212     74    1.0000
    212     75    5.0000
    212     88    3.0000
    212    105    1.0000
    212    119    2.0000
    212    199    2.0000
    212    204    1.0000
    212    209    3.0000
    212    211    6.0000
    212    224    3.0000
    212    228    2.0000
    212    236    3.0000
    212    249    1.0000
    212    252    4.0000
    212    254    1.0000
    212    263    9.0000
    212    289    8.0000
    212    299    1.0000
    212    303   14.0000
    212    305    5.0000
    212    306    4.0000
    212    309    1.0000
    212    321    3.0000
    212    339    1.0000
    212    352    1.0000
    212    368   13.0000
    212    372    6.0000
    212    376    8.0000
    212    387    1.0000
    212    388   10.0000
    212    394    2.0000
    212    413   14.0000
    212    416    2.0000
    212    439   19.0000
    212    472    3.0000
    212    479    2.0000
    212    480    7.0000
    212    481    5.0000
    212    509    1.0000
    212    532    4.0000
    212    555    3.0000
    212    576    3.0000
    212    590    5.0000
    212    597    1.0000
    212    627    2.0000
    212    639    2.0000
    212    642    3.0000
    212    646    1.0000
    212    678    8.0000
    212    687    1.0000
    212    703    1.0000
    212    704    1.0000
    212    712   11.0000
    212    741    4.0000
    212    757    1.0000
    212    760    1.0000
    212    765    3.0000
    212    964    1.0000
    212   1004    4.0000
    212   1054    2.0000
    212   1056    1.0000
    212   1168    1.0000
    212   1289    3.0000
    212   1343    1.0000
    212   1507    2.0000
    212   1551    2.0000
    214     56    2.0000
    214    101    3.0000
    214    109    2.0000
    214    154    1.0000
    214    175    3.0000
    214    215    3.0000
    214    274    1.0000
    214    286    1.0000
    214    297    1.0000
    214    302    2.0000
    214    396    6.0000
    214    437    1.0000
    214    475    5.0000
    214    500    1.0000
    214    512    4.0000
    214    525    7.0000
    214    564    1.0000
    214    583    7.0000
    214    584    2.0000
    214    626    1.0000
    214    652    1.0000
    214    697    4.0000
    214    712    2.0000
    214    713    1.0000
    214    768    2.0000
    214    815    1.0000
    214    839    1.0000
    214    862    1.0000
    214    868    1.0000
    214   1068    1.0000
    214   1072    2.0000
    214   1117    1.0000
    214   1130    1.0000
    214   1181    1.0000
    214   1216    1.0000
    214   1573    1.0000
    214   1598    1.0000
    214   1644    3.0000
    215     51    3.0000
    215     62    1.0000
    215     67    1.0000
    219     32    4.0000
    219    124    1.0000
    219    321    6.0000
    219    719    1.0000
    219   1127    1.0000
    219   1181    1.0000
    219   1594    2.0000
    220     19    1.0000
    220     32    3.0000
    220     48   15.0000
    220     62    2.0000
    220     67    2.0000
    220     79    1.0000
    220     88    2.0000
    220     95   17.0000
    220    103    3.0000
    220    214    5.0000
    220    221    5.0000
    220    224    7.0000
    220    234    7.0000
    220    254    1.0000
    220    266    1.0000
    220    271    1.0000
    220    283    1.0000
    220    308    4.0000
    220    321    1.0000
    220    337    4.0000
    220    346    5.0000
    220    372    2.0000
    220    373    1.0000
    220    400    1.0000
    220    430    1.0000
    220    479    3.0000
    220    482    1.0000
    220    505    1.0000
    220    624    1.0000
    220    644    3.0000
    220    646    4.0000
    220    654    7.0000
    220    678    1.0000
    220    719    2.0000
    220    834    1.0000
    220   1018    9.0000
    220   1042    1.0000
    220   1310    4.0000
    220   1522    1.0000
    220   1601    5.0000
    220   1686    1.0000
    221      3    2.0000
    221      6    1.0000
    221    128    1.0000
    221    161    7.0000
    221    211    2.0000
    221    368    1.0000
    221   1282    1.0000
    221   1323    1.0000
    221   1561    1.0000
    221   1783    1.0000
    221   1792    1.0000
    221   1796    1.0000
    222    120    2.0000
    224      8    1.0000
    224     72    2.0000
    224    144    2.0000
    224    175    6.0000
    224    220    2.0000
    224    400    6.0000
    224    538    6.0000
    224    605    1.0000
    224    621    2.0000
    224    626    5.0000
    224    701    1.0000
    224    708    2.0000
    224    770    2.0000
    224    771    1.0000
    224    839    1.0000
    224    862    1.0000
    224    873    1.0000
    224   1246    2.0000
    224   1402    5.0000
    224   1624    3.0000
    224   1644    6.0000
    224   1796    1.0000
    224   1854    1.0000
    225    223    1.0000
    225    638    3.0000
    225   1281    3.0000
    225   1426    1.0000
    226    765    1.0000
    227     26    1.0000
    227    144    1.0000
    227   1234    1.0000
    228     61    1.0000
    228     63    1.0000
    228     97    1.0000
    228    121    2.0000
    228    194    2.0000
    228    211    1.0000
    228    304    1.0000
    228    311    1.0000
    228    314    4.0000
    228    315    1.0000
    228    378    1.0000
    228    386    1.0000
    228    392   12.0000
    228    463    1.0000
    228    475    1.0000
    228    498    3.0000
    228    523    1.0000
    228    593    2.0000
    228    626    2.0000
    228    792    1.0000
    228    815    1.0000
    228   1100    1.0000
    228   1246    1.0000
    229    230    1.0000
    232     44    1.0000
    233     19    1.0000
    233     42    1.0000
    233     88    1.0000
    233    127    1.0000
    233    155    1.0000
    233    193   27.0000
    233    372    2.0000
    233    481    2.0000
    233    620    1.0000
    233    732    1.0000
    233    797    2.0000
    233    810   10.0000
    233   1013    1.0000
    233   1037    2.0000
    233   1113    1.0000
    233   1136    5.0000
