city_O,city_D
"Charlotte","Miami"
"Baltimore","Miami"
"Burbank","Seattle"
"Birmingham","Dallas-fort Worth"
"Austin","Dallas-fort Worth"
"Atlanta","Miami"
"Atlanta","Dallas-fort Worth"
"Albuquerque","Dallas-fort Worth"
"Barnstable","Nantucket"
"Boston","Albany"
"Albany","Boston"
"Nantucket","Barnstable"
"Iron Mountain","Escanaba"
"Escanaba","Iron Mountain"
"Kotzebue","Nome"
"Nome","Kotzebue"
"Noatak","Kivalina"
"White Mountain","Nome"
"White Mountain","Golovin"
"Selawik","Kotzebue"
"Stebbins","St. Michael"
"Stebbins","Nome"
"Wales","Nome"
"Unalakleet","St. Michael"
"Unalakleet","Shaktoolik"
"Unalakleet","Nome"
"Teller","Brevig Mission"
"Savoonga","Nome"
"Savoonga","Gambell"
"St. Michael","Stebbins"
"St. Michael","Unalakleet"
"Shaktoolik","Unalakleet"
"Shaktoolik","Nome"
"Shaktoolik","Koyuk"
"Shishmaref","Nome"
"Shungnak","Kobuk"
"Point Hope","Kotzebue"
"Kotzebue","Noatak"
"Kotzebue","Selawik"
"Kotzebue","Shungnak"
"Kotzebue","Point Hope"
"Kotzebue","Noorvik"
"Kotzebue","Kiana"
"Kotzebue","Buckland"
"Kotzebue","Ambler"
"Noorvik","Kotzebue"
"Noorvik","Kiana"
"Nome","White Mountain"
"Nome","Stebbins"
"Nome","Unalakleet"
"Nome","Teller"
"Nome","Savoonga"
"Nome","Shishmaref"
"Nome","Gambell"
"Nome","Elim"
"Kobuk","Kotzebue"
"Kobuk","Ambler"
"Kivalina","Kotzebue"
"Brevig Mission","Wales"
"St Mary's","Anchorage"
"Koyuk","Shaktoolik"
"Kiana","Kotzebue"
"Kiana","Noorvik"
"Golovin","White Mountain"
"Gambell","Savoonga"
"Gambell","Nome"
"Fairbanks","Deadhorse"
"Fairbanks","Anchorage"
"Emmonak","Kotlik"
"Elim","Nome"
"Elim","Koyuk"
"Cordova","Anchorage"
"Buckland","Kotzebue"
"Bethel","Anchorage"
"Alakanuk","Nunam Iqua"
"Anchorage","St Mary's"
"Anchorage","Fairbanks"
"Anchorage","Cordova"
"Anchorage","Bethel"
"Anchorage","Kodiak"
"Kodiak","Anchorage"
"Ambler","Shungnak"
"Ambler","Kotzebue"
"Newtok","Bethel"
"Tununak","Newtok"
"Tuluksak","Bethel"
"Russian Mission","Kalskag"
"Russian Mission","Bethel"
"Toksook Bay","Tununak"
"Nightmute","Toksook Bay"
"Kwethluk","Akiak"
"Quinhagak","Bethel"
"Kwigillingok","Bethel"
"Kasigluk","Nunapitchuk"
"Kipnuk","Chefornak"
"Kalskag","Russian Mission"
"Kalskag","Bethel"
"Kongiganak","Kwigillingok"
"Eek","Quinhagak"
"Chefornak","Bethel"
"Bethel","Tuntutuliak"
"Bethel","Nightmute"
"Bethel","Kwethluk"
"Bethel","Kalskag"
"Bethel","Eek"
"Akiak","Tuluksak"
"Akiak","Bethel"
"Tanana","Fairbanks"
"Ruby","Galena"
"Ruby","Fairbanks"
"Nulato","Koyukuk"
"Koyukuk","Galena"
"Huslia","Hughes"
"Galena","Ruby"
"Galena","Huslia"
"Galena","Fairbanks"
"Fairbanks","Tanana"
"Fairbanks","Anaktuvuk Pass"
"Fairbanks","Allakaket"
"Bettles","Fairbanks"
"Anaktuvuk Pass","Bettles"
"Venetie","Arctic Village"
"Fort Yukon","Venetie"
"Fairbanks","Bettles"
"Bettles","Anaktuvuk Pass"
"Allakaket","Fairbanks"
"Ketchikan","Thorne Bay"
"Ketchikan","Hollis"
"Ketchikan","Craig"
"Hollis","Ketchikan"
"Craig","Ketchikan"
"Ouzinkie","Port Lions"
"Kodiak","Old Harbor"
"Kodiak","Ouzinkie"
"Vernal","Denver"
"Telluride","Denver"
"Silver City","Albuquerque"
"Sheridan","Denver"
"Riverton WY","Denver"
"Phoenix","Page"
"Phoenix","Kingman"
"Page","Phoenix"
"Page","Las Vegas"
"Minneapolis","Devils Lake"
"Liberal","Denver"
"North Platte","Denver"
"Las Vegas","Merced"
"Las Vegas","Ely"
"Williston","Denver"
"Kingman","Phoenix"
"Farmington","Page"
"Ely","Las Vegas"
"Kearney","Denver"
"Devils Lake","Minneapolis"
"Dickinson","Denver"
"Denver","Vernal"
"Denver","Telluride"
"Denver","Sheridan"
"Denver","Riverton WY"
"Denver","Liberal"
"Denver","North Platte"
"Denver","Williston"
"Denver","Kearney"
"Denver","Dickinson"
"Denver","Cheyenne"
"Denver","Cortez"
"Denver","Scottsbluff"
"Denver","Alamosa"
"Cheyenne","Denver"
"Clovis","Albuquerque"
"Cortez","Denver"
"Scottsbluff","Denver"
"Alamosa","Denver"
"Albuquerque","Silver City"
"Albuquerque","Clovis"
"Thorne Bay","Hollis"
"Klawock","Craig"
"Hollis","Thorne Bay"
"Miami","Naples"
"Naples","Miami"
"Sidney","Billings"
"Wolf Point","Glasgow"
"Wolf Point","Billings"
"Miles City","Glendive"
"Miles City","Billings"
"Lewistown","Havre"
"Lewistown","Billings"
"Havre","Lewistown"
"Glasgow","Wolf Point"
"Glendive","Miles City"
"Billings","Sidney"
"Billings","Wolf Point"
"Billings","Miles City"
"Billings","Lewistown"
"Billings","Glasgow"
"Tucson","San Diego"
"Tucson","Las Vegas"
"Tucson","Albuquerque"
"Tulsa","St. Louis"
"Tulsa","Phoenix"
"Tulsa","Las Vegas"
"Tulsa","Dallas"
"Tampa","St. Louis"
"Tampa","Louisville"
"Tampa","San Antonio"
"Tampa","Providence"
"Tampa","Pittsburgh (pennsylva)"
"Tampa","West Palm Beach"
"Tampa","Norfolk"
"Tampa","New Orleans"
"Tampa","Manchester NH"
"Tampa","Kansas City"
"Tampa","Las Vegas"
"Tampa","Jacksonville"
"Tampa","Islip"
"Tampa","Columbus"
"Tampa","Buffalo"
"Tampa","Nashville"
"Tampa","Birmingham"
"Tampa","Windsor Locks"
"Tampa","Austin"
"Tampa","Albany"
"St. Louis","Tulsa"
"St. Louis","Tampa"
"St. Louis","Louisville"
"St. Louis","San Diego"
"St. Louis","Fort Myers"
"St. Louis","Omaha"
"St. Louis","Oklahoma City"
"St. Louis","New Orleans"
"St. Louis","Milwaukee"
"St. Louis","Orlando"
"St. Louis","Kansas City"
"St. Louis","Little Rock"
"St. Louis","Las Vegas"
"St. Louis","Fort Lauderdale"
"St. Louis","Dallas"
"St. Louis","Columbus"
"St. Louis","Baltimore"
"St. Louis","Boston"
"St. Louis","Nashville"
"St. Louis","Birmingham"
"St. Louis","Albuquerque"
"Santa Ana","Sacramento"
"Santa Ana","San Jose"
"Santa Ana","Oakland"
"Santa Ana","Las Vegas"
"Sacramento","Santa Ana"
"Sacramento","San Diego"
"Sacramento","Ontario"
"Sacramento","Las Vegas"
"Sacramento","Burbank"
"San Jose","Santa Ana"
"San Jose","San Diego"
"San Jose","Reno"
"San Jose","Ontario"
"San Jose","Las Vegas"
"San Jose","Burbank"
"San Jose","Austin"
"Seattle","Albuquerque"
"Louisville","Tampa"
"Louisville","St. Louis"
"Louisville","Phoenix"
"Louisville","Orlando"
"Louisville","Las Vegas"
"Louisville","Baltimore"
"San Antonio","Tampa"
"San Antonio","San Diego"
"San Antonio","Orlando"
"San Antonio","Las Vegas"
"San Antonio","Harlingen"
"San Antonio","El Paso"
"San Antonio","Dallas"
"San Antonio","Baltimore"
"San Antonio","Nashville"
"San Diego","Tucson"
"San Diego","St. Louis"
"San Diego","Sacramento"
"San Diego","San Jose"
"San Diego","San Antonio"
"San Diego","Reno"
"San Diego","Oakland"
"San Diego","Kansas City"
"San Diego","El Paso"
"San Diego","Baltimore"
"San Diego","Nashville"
"San Diego","Austin"
"San Diego","Albuquerque"
"Fort Myers","St. Louis"
"Fort Myers","Orlando"
"Fort Myers","Nashville"
"Reno","San Jose"
"Reno","San Diego"
"Reno","Portland"
"Reno","Oakland"
"Reno","Las Vegas"
"Raleigh-durham","Phoenix"
"Raleigh-durham","Las Vegas"
"Raleigh-durham","Denver"
"Raleigh-durham","Nashville"
"Providence","Tampa"
"Providence","Orlando"
"Providence","Las Vegas"
"Providence","Fort Lauderdale"
"Providence","Denver"
"Providence","Baltimore"
"Pittsburgh (pennsylva)","Tampa"
"Pittsburgh (pennsylva)","Las Vegas"
"Pittsburgh (pennsylva)","Baltimore"
"Phoenix","Tulsa"
"Phoenix","Louisville"
"Phoenix","Raleigh-durham"
"Phoenix","Oklahoma City"
"Phoenix","New Orleans"
"Phoenix","Little Rock"
"Phoenix","Buffalo"
"Phoenix","Nashville"
"Portland","Reno"
"Portland","Kansas City"
"West Palm Beach","Tampa"
"West Palm Beach","Islip"
"West Palm Beach","Baltimore"
"Norfolk","Tampa"
"Norfolk","Orlando"
"Norfolk","Jacksonville"
"Norfolk","Baltimore"
"Norfolk","Nashville"
"Ontario","Sacramento"
"Ontario","San Jose"
"Ontario","Oakland"
"Ontario","Chicago"
"Ontario","Las Vegas"
"Omaha","St. Louis"
"Omaha","Las Vegas"
"Oklahoma City","St. Louis"
"Oklahoma City","Phoenix"
"Oklahoma City","Kansas City"
"Oklahoma City","Las Vegas"
"Oklahoma City","Dallas"
"Oklahoma City","Baltimore"
"Oakland","Santa Ana"
"Oakland","San Diego"
"Oakland","Reno"
"Oakland","Ontario"
"Oakland","Chicago"
"Oakland","Houston"
"Oakland","Spokane"
"Oakland","Burbank"
"Oakland","Boise"
"Oakland","Austin"
"Oakland","Albuquerque"
"New Orleans","Tampa"
"New Orleans","St. Louis"
"New Orleans","Phoenix"
"New Orleans","Orlando"
"New Orleans","Las Vegas"
"New Orleans","Fort Lauderdale"
"New Orleans","Dallas"
"New Orleans","Baltimore"
"New Orleans","Nashville"
"New Orleans","Birmingham"
"Milwaukee","St. Louis"
"Manchester NH","Tampa"
"Manchester NH","Orlando"
"Manchester NH","Fort Lauderdale"
"Manchester NH","Denver"
"Manchester NH","Baltimore"
"Chicago","Ontario"
"Chicago","Oakland"
"Chicago","Jackson"
"Chicago","Islip"
"Orlando","St. Louis"
"Orlando","Louisville"
"Orlando","San Antonio"
"Orlando","Fort Myers"
"Orlando","Providence"
"Orlando","Norfolk"
"Orlando","New Orleans"
"Orlando","Manchester NH"
"Orlando","Las Vegas"
"Orlando","Jackson"
"Orlando","Islip"
"Orlando","Greenville"
"Orlando","Columbus"
"Orlando","Nashville"
"Orlando","Birmingham"
"Orlando","Albany"
"Orlando","Albuquerque"
"Kansas City","Tampa"
"Kansas City","St. Louis"
"Kansas City","San Diego"
"Kansas City","Portland"
"Kansas City","Oklahoma City"
"Kansas City","Indianapolis"
"Kansas City","Fort Lauderdale"
"Kansas City","Dallas"
"Kansas City","Baltimore"
"Kansas City","Nashville"
"Kansas City","Albuquerque"
"Midland","Las Vegas"
"Midland","Dallas"
"Midland","Albuquerque"
"Little Rock","St. Louis"
"Little Rock","Phoenix"
"Little Rock","Las Vegas"
"Little Rock","Dallas"
"Little Rock","Baltimore"
"Lubbock","Las Vegas"
"Lubbock","Dallas"
"Lubbock","Austin"
"Lubbock","Albuquerque"
"Las Vegas","Tucson"
"Las Vegas","Tulsa"
"Las Vegas","Tampa"
"Las Vegas","St. Louis"
"Las Vegas","Santa Ana"
"Las Vegas","Sacramento"
"Las Vegas","San Jose"
"Las Vegas","Louisville"
"Las Vegas","San Antonio"
"Las Vegas","Reno"
"Las Vegas","Raleigh-durham"
"Las Vegas","Providence"
"Las Vegas","Pittsburgh (pennsylva)"
"Las Vegas","Ontario"
"Las Vegas","Omaha"
"Las Vegas","Oklahoma City"
"Las Vegas","New Orleans"
"Las Vegas","Orlando"
"Las Vegas","Midland"
"Las Vegas","Little Rock"
"Las Vegas","Lubbock"
"Las Vegas","Jacksonville"
"Las Vegas","Indianapolis"
"Las Vegas","Spokane"
"Las Vegas","Fort Lauderdale"
"Las Vegas","El Paso"
"Las Vegas","Columbus"
"Las Vegas","Baltimore"
"Las Vegas","Buffalo"
"Las Vegas","Boise"
"Las Vegas","Nashville"
"Las Vegas","Birmingham"
"Las Vegas","Austin"
"Las Vegas","Amarillo"
"Las Vegas","Albany"
"Las Vegas","Albuquerque"
"Jacksonville","Tampa"
"Jacksonville","Norfolk"
"Jacksonville","Las Vegas"
"Jacksonville","Fort Lauderdale"
"Jacksonville","Denver"
"Jacksonville","Baltimore"
"Jacksonville","Nashville"
"Jacksonville","Birmingham"
"Jackson","Chicago"
"Jackson","Orlando"
"Jackson","Baltimore"
"Islip","Tampa"
"Islip","West Palm Beach"
"Islip","Chicago"
"Islip","Orlando"
"Islip","Fort Lauderdale"
"Islip","Baltimore"
"Indianapolis","Kansas City"
"Indianapolis","Las Vegas"
"Indianapolis","Baltimore"
"Harlingen","San Antonio"
"Harlingen","Austin"
"Houston","Oakland"
"Greenville","Orlando"
"Greenville","Baltimore"
"Greenville","Nashville"
"Spokane","Oakland"
"Spokane","Las Vegas"
"Spokane","Boise"
"Fort Lauderdale","St. Louis"
"Fort Lauderdale","Providence"
"Fort Lauderdale","New Orleans"
"Fort Lauderdale","Manchester NH"
"Fort Lauderdale","Kansas City"
"Fort Lauderdale","Las Vegas"
"Fort Lauderdale","Jacksonville"
"Fort Lauderdale","Islip"
"Fort Lauderdale","Nashville"
"Fort Lauderdale","Albany"
"El Paso","San Antonio"
"El Paso","San Diego"
"El Paso","Las Vegas"
"El Paso","Dallas"
"El Paso","Austin"
"El Paso","Albuquerque"
"Panama City","Baltimore"
"Panama City","Nashville"
"Denver","Raleigh-durham"
"Denver","Providence"
"Denver","Manchester NH"
"Denver","Jacksonville"
"Denver","Windsor Locks"
"Dallas","Tulsa"
"Dallas","St. Louis"
"Dallas","San Antonio"
"Dallas","Oklahoma City"
"Dallas","New Orleans"
"Dallas","Kansas City"
"Dallas","Midland"
"Dallas","Little Rock"
"Dallas","Lubbock"
"Dallas","El Paso"
"Dallas","Birmingham"
"Dallas","Austin"
"Dallas","Amarillo"
"Dallas","Albuquerque"
"Columbus","Tampa"
"Columbus","St. Louis"
"Columbus","Orlando"
"Columbus","Las Vegas"
"Columbus","Baltimore"
"Columbus","Nashville"
"Cleveland","Nashville"
"Charleston","Baltimore"
"Charleston","Nashville"
"Baltimore","St. Louis"
"Baltimore","Louisville"
"Baltimore","San Antonio"
"Baltimore","San Diego"
"Baltimore","Providence"
"Baltimore","Pittsburgh (pennsylva)"
"Baltimore","West Palm Beach"
"Baltimore","Norfolk"
"Baltimore","Oklahoma City"
"Baltimore","New Orleans"
"Baltimore","Manchester NH"
"Baltimore","Kansas City"
"Baltimore","Little Rock"
"Baltimore","Las Vegas"
"Baltimore","Jacksonville"
"Baltimore","Jackson"
"Baltimore","Islip"
"Baltimore","Indianapolis"
"Baltimore","Greenville"
"Baltimore","Panama City"
"Baltimore","Columbus"
"Baltimore","Charleston"
"Baltimore","Buffalo"
"Baltimore","Nashville"
"Baltimore","Birmingham"
"Baltimore","Windsor Locks"
"Baltimore","Austin"
"Baltimore","Albany"
"Baltimore","Albuquerque"
"Burbank","Sacramento"
"Burbank","San Jose"
"Burbank","Oakland"
"Buffalo","Tampa"
"Buffalo","Phoenix"
"Buffalo","Las Vegas"
"Buffalo","Baltimore"
"Boston","St. Louis"
"Boise","Oakland"
"Boise","Las Vegas"
"Boise","Spokane"
"Nashville","Tampa"
"Nashville","St. Louis"
"Nashville","San Antonio"
"Nashville","San Diego"
"Nashville","Fort Myers"
"Nashville","Raleigh-durham"
"Nashville","Phoenix"
"Nashville","Norfolk"
"Nashville","New Orleans"
"Nashville","Orlando"
"Nashville","Kansas City"
"Nashville","Las Vegas"
"Nashville","Jacksonville"
"Nashville","Greenville"
"Nashville","Fort Lauderdale"
"Nashville","Panama City"
"Nashville","Columbus"
"Nashville","Cleveland"
"Nashville","Charleston"
"Nashville","Baltimore"
"Nashville","Birmingham"
"Nashville","Austin"
"Birmingham","Tampa"
"Birmingham","St. Louis"
"Birmingham","New Orleans"
"Birmingham","Orlando"
"Birmingham","Las Vegas"
"Birmingham","Jacksonville"
"Birmingham","Dallas"
"Birmingham","Baltimore"
"Birmingham","Nashville"
"Windsor Locks","Tampa"
"Windsor Locks","Denver"
"Windsor Locks","Baltimore"
"Austin","Tampa"
"Austin","San Jose"
"Austin","San Diego"
"Austin","Oakland"
"Austin","Lubbock"
"Austin","Las Vegas"
"Austin","Harlingen"
"Austin","El Paso"
"Austin","Dallas"
"Austin","Baltimore"
"Austin","Nashville"
"Amarillo","Las Vegas"
"Amarillo","Dallas"
"Albany","Tampa"
"Albany","Orlando"
"Albany","Las Vegas"
"Albany","Fort Lauderdale"
"Albany","Baltimore"
"Albuquerque","Tucson"
"Albuquerque","St. Louis"
"Albuquerque","Seattle"
"Albuquerque","San Diego"
"Albuquerque","Oakland"
"Albuquerque","Orlando"
"Albuquerque","Kansas City"
"Albuquerque","Midland"
"Albuquerque","Lubbock"
"Albuquerque","Las Vegas"
"Albuquerque","El Paso"
"Albuquerque","Dallas"
"Albuquerque","Baltimore"
"Iliamna","Anchorage"
"Anchorage","Iliamna"
"Louisville","Fort Lauderdale"
"St. Petersburg","Gulfport"
"Gulfport","St. Petersburg"
"Fort Lauderdale","Louisville"
"Yuma","Phoenix"
"Bentonville","Charlotte"
"Knoxville","Philadelphia"
"Tucson","Phoenix"
"Syracuse","Charlotte"
"Sarasota","Washington"
"Sarasota","Charlotte"
"Seattle","Philadelphia"
"Seattle","Charlotte"
"Louisville","Philadelphia"
"Louisville","New York"
"Louisville","Charlotte"
"State College Pennsylvania","Philadelphia"
"San Luis Obispo","Phoenix"
"Santa Barbara","Phoenix"
"Savannah","Philadelphia"
"San Antonio","Charlotte"
"Rochester","Charlotte"
"Rochester","Boston"
"Roanoke VA","Philadelphia"
"Roanoke VA","New York"
"Raleigh-durham","Pittsburgh (pennsylva)"
"Providence","New York"
"Palm Springs","Phoenix"
"Presque Isle","Boston"
"Pensacola","Charlotte"
"Pittsburgh (pennsylva)","Raleigh-durham"
"Phoenix","Yuma"
"Phoenix","Tucson"
"Phoenix","San Luis Obispo"
"Phoenix","Santa Barbara"
"Phoenix","Palm Springs"
"Phoenix","Monterey"
"Phoenix","Lihue"
"Phoenix","Long Beach"
"Phoenix","Kona"
"Phoenix","Grand Junction"
"Phoenix","Flagstaff"
"Phoenix","Fresno"
"Phoenix","Des Moines"
"Phoenix","Durango"
"Phoenix","Bakersfield"
"Philadelphia","Knoxville"
"Philadelphia","Seattle"
"Philadelphia","Louisville"
"Philadelphia","State College Pennsylvania"
"Philadelphia","Savannah"
"Philadelphia","Roanoke VA"
"Philadelphia","Portland"
"Philadelphia","Harrisburg"
"Philadelphia","Kansas City"
"Philadelphia","Wilmington"
"Philadelphia","White Plains"
"Philadelphia","Greenville"
"Philadelphia","Greensboro"
"Philadelphia","Erie"
"Philadelphia","Elmira"
"Philadelphia","Dayton"
"Philadelphia","Columbus"
"Philadelphia","Charleston"
"Philadelphia","Charlottesville VA"
"Philadelphia","Akron"
"Philadelphia","Colombia"
"Philadelphia","Baltimore"
"Philadelphia","Burlington"
"Philadelphia","Birmingham"
"Philadelphia","Bangor"
"Philadelphia","Binghamton"
"Philadelphia","Scranton"
"Philadelphia","Asheville"
"Philadelphia","Albany"
"Philadelphia","Allentown"
"West Palm Beach","Washington"
"Plattsburgh","Boston"
"Myrtle Beach","Washington"
"Monterey","Phoenix"
"Melbourne","Charlotte"
"Manchester NH","Charlotte"
"Harrisburg","Philadelphia"
"Harrisburg","New York"
"Harrisburg","Boston"
"Kansas City","Philadelphia"
"Lynchburg","Charlotte"
"Little Rock","Charlotte"
"Lihue","Phoenix"
"Long Beach","Phoenix"
"New York","Louisville"
"New York","Roanoke VA"
"New York","Providence"
"New York","Harrisburg"
"New York","Ithaca"
"New York","Wilmington"
"New York","Greensboro"
"New York","Dayton"
"New York","Charlottesville VA"
"New York","Windsor Locks"
"Lexington KY","Charlotte"
"Kona","Phoenix"
"Ithaca","New York"
"Wilmington","Philadelphia"
"Wilmington","New York"
"Wilmington","Washington"
"White Plains","Philadelphia"
"White Plains","Charlotte"
"Greenville","Philadelphia"
"Greensboro","New York"
"Greensboro","Charlotte"
"Grand Junction","Phoenix"
"Flagstaff","Phoenix"
"Fresno","Phoenix"
"Key West","Charlotte"
"Erie","Philadelphia"
"Elmira","Philadelphia"
"Des Moines","Phoenix"
"Durango","Phoenix"
"Washington","Sarasota"
"Washington","West Palm Beach"
"Washington","Myrtle Beach"
"Washington","Wilmington"
"Washington","Akron"
"Washington","Bangor"
"Dayton","Philadelphia"
"Dayton","New York"
"Dayton","Charlotte"
"Daytona Beach","Charlotte"
"Columbus","Philadelphia"
"Charlotte","Bentonville"
"Charlotte","Syracuse"
"Charlotte","Sarasota"
"Charlotte","Seattle"
"Charlotte","Louisville"
"Charlotte","San Antonio"
"Charlotte","Rochester"
"Charlotte","Portland"
"Charlotte","Pensacola"
"Charlotte","Melbourne"
"Charlotte","Manchester NH"
"Charlotte","Lynchburg"
"Charlotte","Little Rock"
"Charlotte","Lexington KY"
"Charlotte","White Plains"
"Charlotte","Greensboro"
"Charlotte","Key West"
"Charlotte","Dayton"
"Charlotte","Daytona Beach"
"Charlotte","Akron"
"Charlotte","Colombia"
"Charlotte","Baton Rouge"
"Charlotte","Scranton"
"Charlotte","Austin"
"Charlotte","Albany"
"Charleston","Philadelphia"
"Charlottesville VA","Philadelphia"
"Charlottesville VA","New York"
"Akron","Philadelphia"
"Akron","Washington"
"Akron","Charlotte"
"Colombia","Philadelphia"
"Colombia","Charlotte"
"Baltimore","Philadelphia"
"Baton Rouge","Charlotte"
"Boston","Rochester"
"Boston","Presque Isle"
"Boston","Plattsburgh"
"Boston","Harrisburg"
"Boston","Bar Harbor"
"Birmingham","Philadelphia"
"Bar Harbor","Boston"
"Bangor","Philadelphia"
"Bangor","Washington"
"Binghamton","Philadelphia"
"Bakersfield","Phoenix"
"Windsor Locks","New York"
"Scranton","Philadelphia"
"Scranton","Charlotte"
"Asheville","Philadelphia"
"Austin","Charlotte"
"Albany","Philadelphia"
"Albany","Charlotte"
"Allentown","Philadelphia"
"Tulsa","Los Angeles"
"Tulsa","Washington"
"Santa Ana","Mammoth Lakes"
"Santa Maria","Los Angeles"
"Weyers Cave","Washington"
"Weyers Cave","Beckley"
"San Francisco","Oklahoma City"
"San Francisco","Mammoth Lakes"
"San Francisco","Idaho Falls"
"San Francisco","Bozeman"
"San Francisco","Albuquerque"
"State College Pennsylvania","Washington"
"Roanoke VA","Washington"
"Redmond-Bend","Denver"
"Palm Springs","Houston"
"Norfolk","Houston"
"Oklahoma City","San Francisco"
"Oklahoma City","Washington"
"Montrose CO","Los Angeles"
"Mammoth Lakes","Santa Ana"
"Mammoth Lakes","San Francisco"
"Mammoth Lakes","San Diego"
"Morgantown","Washington"
"Morgantown","Clarksburg"
"Los Angeles","Tulsa"
"Los Angeles","Santa Maria"
"Los Angeles","Montrose CO"
"Los Angeles","Inyokern"
"Johnstown","Washington"
"Johnstown","Altoona"
"Inyokern","Los Angeles"
"Idaho Falls","San Francisco"
"Houston","Palm Springs"
"Houston","Norfolk"
"Houston","Bakersfield"
"Washington","Weyers Cave"
"Washington","State College Pennsylvania"
"Washington","Oklahoma City"
"Washington","Morgantown"
"Washington","Johnstown"
"Washington","Colorado Springs"
"Washington","Clarksburg"
"Washington","Charlottesville VA"
"Washington","Beckley"
"Washington","Binghamton"
"Washington","Altoona"
"Washington","Allentown"
"Kalispell","Denver"
"Denver","Redmond-Bend"
"Denver","Cody"
"Denver","Bakersfield"
"Colorado Springs","San Francisco"
"Clarksburg","Morgantown"
"Clarksburg","Washington"
"Charlottesville VA","Washington"
"Bozeman","San Francisco"
"Beckley","Weyers Cave"
"Beckley","Washington"
"Binghamton","Washington"
"Bakersfield","Houston"
"Bakersfield","Denver"
"Aspen","San Francisco"
"Altoona","Johnstown"
"Altoona","Washington"
"Albuquerque","San Francisco"
"Allentown","Washington"
"Palm Springs","Minneapolis"
"Minneapolis","Palm Springs"
"Minneapolis","Harlingen"
"Orlando","Lansing"
"Lansing","Orlando"
"Lansing","Washington"
"Harlingen","Minneapolis"
"Washington","Lansing"
"Healy","Fairbanks"
"Fairbanks","Healy"
"Sanford","Miami"
"Tampa","Atlantic City"
"Fort Myers","Atlantic City"
"West Palm Beach","Atlantic City"
"Myrtle Beach","New York"
"Myrtle Beach","Fort Lauderdale"
"Myrtle Beach","Boston"
"Myrtle Beach","Atlantic City"
"Orlando","Atlantic City"
"New York","Myrtle Beach"
"Latrobe","Fort Lauderdale"
"Niagara Falls","Fort Lauderdale"
"Fort Lauderdale","Myrtle Beach"
"Fort Lauderdale","Latrobe"
"Fort Lauderdale","Niagara Falls"
"Fort Lauderdale","Charleston"
"Fort Lauderdale","Atlantic City"
"Charleston","Fort Lauderdale"
"Boston","Myrtle Beach"
"Atlantic City","Tampa"
"Atlantic City","Fort Myers"
"Atlantic City","West Palm Beach"
"Atlantic City","Myrtle Beach"
"Atlantic City","Orlando"
"Atlantic City","Fort Lauderdale"
"Westsound","Roche Harbor"
"Westsound","Lopez"
"Roche Harbor","Westsound"
"Roche Harbor","Friday Harbor"
"Lopez","Westsound"
"Friday Harbor","Roche Harbor"
"Eastsound","Friday Harbor"
"Port Angeles","Seattle"
"Seattle","Eastsound"
"Seattle","Port Angeles"
"Kahului","Kamuela"
"Kahului","Hana"
"Kamuela","Kahului"
"Jackson","Nashville"
"Macon","Atlanta"
"Hobbs","Carlsbad"
"Hana","Kahului"
"Carlsbad","Hobbs"
"Carlsbad","Alamogordo"
"Carlsbad","Albuquerque"
"Nashville","Jackson"
"Atlanta","Macon"
"Atlanta","Athens"
"Alamogordo","Carlsbad"
"Alamogordo","Albuquerque"
"Athens","Atlanta"
"Albuquerque","Carlsbad"
"Albuquerque","Alamogordo"
"South Naknek","King Salmon"
"Twin Hills","Togiak Village"
"Togiak Village","Dillingham"
"Port Heiden","Pilot Point"
"Pilot Point","Port Heiden"
"Pilot Point","Egegik"
"Pilot Point","King Salmon"
"Nelson Lagoon","Cold Bay"
"King Cove","Cold Bay"
"Akutan","Unalaska"
"New Stuyahok","Koliganek"
"New Stuyahok","Ekwok"
"Manokotak","Twin Hills"
"Manokotak","Dillingham"
"Levelock","Igiugig"
"Levelock","King Salmon"
"Koliganek","New Stuyahok"
"False Pass","Cold Bay"
"Ekwok","New Stuyahok"
"Ekwok","Dillingham"
"Chignik Lake","Chignik Lagoon"
"Chignik Lake","King Salmon"
"Chignik Lagoon","Chignik Lake"
"Nikolski","Unalaska"
"Igiugig","Levelock"
"Egegik","Pilot Point"
"Egegik","King Salmon"
"Unalaska","Akutan"
"Unalaska","Nikolski"
"Dillingham","Togiak Village"
"Dillingham","Manokotak"
"Dillingham","Ekwok"
"Cold Bay","Cold Bay"
"Cold Bay","King Cove"
"Cold Bay","False Pass"
"King Salmon","South Naknek"
"King Salmon","Pilot Point"
"King Salmon","Levelock"
"King Salmon","Chignik Lake"
"King Salmon","Egegik"
"Salina","Kansas City"
"Skagway","Haines"
"Portland","Pendleton"
"Pendleton","Portland"
"Memphis","Jonesboro"
"Memphis","Harrison"
"Memphis","Hot Springs"
"Memphis","El Dorado"
"Kansas City","Salina"
"Kansas City","Harrison"
"Juneau","Skagway"
"Juneau","Haines"
"Juneau","Hoonah"
"Juneau","Gustavus"
"Juneau","Excursion Inlet"
"Jonesboro","Memphis"
"Harrison","Memphis"
"Harrison","Kansas City"
"Harrison","Hot Springs"
"Hot Springs","Memphis"
"Hot Springs","Harrison"
"Hot Springs","El Dorado"
"Hot Springs","Dallas"
"Haines","Skagway"
"Haines","Juneau"
"Hoonah","Juneau"
"Gustavus","Juneau"
"Gustavus","Hoonah"
"Excursion Inlet","Juneau"
"El Dorado","Memphis"
"El Dorado","Hot Springs"
"El Dorado","Dallas"
"Dallas","Hot Springs"
